Simulation Results from reaction file: /Users/blink/Documents/Teaching/ Coursework_2025-2026/Chem_3530_2026/Kinetiscope/MM1.rxn
The simulation was run on Saturday, 7 February 2026 13:10:43 AST
This table was created on Saturday, 7 February 2026 13:21:15 AST
--------------------------------------

           Data           Time              E             ES              P              S              
          Point            sec     mole/liter     mole/liter     mole/liter     mole/liter              
              
            315      35.296798    1.00001e-07    9.00009e-07    0.031478995    0.068520105              
            316      35.411797   1.200012e-07   8.800088e-07    0.031578666    0.068420454              
            317      35.526918   1.800018e-07   8.200082e-07    0.031679167    0.068320013              
            318      35.641968   1.800018e-07   8.200082e-07    0.031779748    0.068219432              
            319      35.757015    1.00001e-07    9.00009e-07    0.031879939    0.068119161              
            320      35.871841    8.00008e-08   9.200092e-07     0.03197973     0.06801935              
            321      35.987105   1.400014e-07   8.600086e-07    0.032079071    0.067920069              
            322      36.102221   1.400014e-07   8.600086e-07    0.032178622    0.067820518              
            323      36.217374   1.600016e-07   8.400084e-07    0.032278623    0.067720537              
            324      36.332543   1.600016e-07   8.400084e-07    0.032379064    0.067620096              
            325      36.447854    1.00001e-07    9.00009e-07    0.032479945    0.067519155              
            326      36.563038    8.00008e-08   9.200092e-07    0.032579596    0.067419484              
            327      36.678269    1.00001e-07    9.00009e-07    0.032681517    0.067317583              
            328      36.793598   1.600016e-07   8.400084e-07    0.032781768    0.067217392              
            329      36.908901   2.200022e-07   7.800078e-07    0.032882639    0.067116581              
            330      37.024276   1.200012e-07   8.800088e-07     0.03298307     0.06701605              
            331      37.139613    1.00001e-07    9.00009e-07    0.033084401    0.066914699              
            332      37.255067   1.800018e-07   8.200082e-07    0.033184182    0.066814998              
            333      37.370563   1.600016e-07   8.400084e-07    0.033283713    0.066715447              
            334      37.485962   1.200012e-07   8.800088e-07    0.033384874    0.066614246              
            335        37.6016   1.200012e-07   8.800088e-07    0.033484555    0.066514565              
            336      37.717228    6.00006e-08   9.400094e-07    0.033582896    0.066416164              
            337      37.832602   1.600016e-07   8.400084e-07    0.033683517    0.066315643              
            338      37.948257   1.600016e-07   8.400084e-07    0.033783148    0.066216012              
            339      38.063692    8.00008e-08   9.200092e-07    0.033883559    0.066115521              
            340       38.17916   1.400014e-07   8.600086e-07     0.03398409     0.06601505              
            341       38.29486   1.200012e-07   8.800088e-07    0.034083151    0.065915969              
            342      38.410581   1.200012e-07   8.800088e-07    0.034183872    0.065815248              
            343      38.526221   1.200012e-07   8.800088e-07    0.034284623    0.065714497              
            344      38.641825   1.400014e-07   8.600086e-07    0.034384954    0.065614186              
            345      38.757452   1.600016e-07   8.400084e-07    0.034484245    0.065514915              
            346      38.873129   1.600016e-07   8.400084e-07    0.034585296    0.065413864              
            347      38.988861   1.200012e-07   8.800088e-07    0.034683707    0.065315413              
            348      39.104717    8.00008e-08   9.200092e-07    0.034783228    0.065215852              
            349      39.220397    2.00002e-07    8.00008e-07    0.034884469    0.065114731              
            350      39.336008   1.600016e-07   8.400084e-07     0.03498561     0.06501355              
            351      39.451855    1.00001e-07    9.00009e-07    0.035086041    0.064913059              
