Simulation Results from reaction file: /Users/blink/Documents/Teaching/ Coursework_2025-2026/Chem_3530_2026/Kinetiscope/MM1.rxn
The simulation was run on Saturday, 7 February 2026 15:22:14 AST
This table was created on Saturday, 7 February 2026 15:22:32 AST
--------------------------------------

           Data           Time              E             ES              P              S              
          Point            sec     mole/liter     mole/liter     mole/liter     mole/liter              
              
            214      26.472607    1.00001e-06              0    0.023673237    0.076326763              
            215       26.59988    1.00001e-06              0    0.023792238    0.076207762              
            216       26.72508    1.00001e-06              0    0.023903239    0.076096761              
            217      26.851083    1.00001e-06              0     0.02401224     0.07598776              
            218      26.977649    1.00001e-06              0    0.024136241    0.075863759              
            219      27.103541    1.00001e-06              0    0.024248242    0.075751758              
            220      27.229526    1.00001e-06              0    0.024366244    0.075633756              
            221       27.35743    1.00001e-06              0    0.024490245    0.075509755              
            222      27.487901    1.00001e-06              0    0.024613246    0.075386754              
            223      27.611649    1.00001e-06              0    0.024739247    0.075260753              
            224      27.738056    1.00001e-06              0    0.024832248    0.075167752              
            225      27.863976    1.00001e-06              0    0.024940249    0.075059751              
            226      27.993509    1.00001e-06              0     0.02504725     0.07495275              
            227      28.119708    1.00001e-06              0    0.025153252    0.074846748              
            228      28.246406    1.00001e-06              0    0.025258253    0.074741747              
            229      28.371465    1.00001e-06              0    0.025368254    0.074631746              
            230      28.497154    1.00001e-06              0    0.025476255    0.074523745              
            231      28.624056    1.00001e-06              0    0.025577256    0.074422744              
            232      28.751571    1.00001e-06              0    0.025704257    0.074295743              
            233      28.876419    1.00001e-06              0    0.025797258    0.074202742              
            234      29.002519    1.00001e-06              0    0.025893259    0.074106741              
            235      29.129892    1.00001e-06              0     0.02599126     0.07400874              
            236      29.257339    1.00001e-06              0    0.026092261    0.073907739              
            237      29.385474    1.00001e-06              0    0.026214262    0.073785738              
            238      29.511578    1.00001e-06              0    0.026340263    0.073659737              
            239      29.639806    1.00001e-06              0    0.026452265    0.073547735              
            240      29.767135    1.00001e-06              0    0.026579266    0.073420734              
            241       29.89579    1.00001e-06              0    0.026710267    0.073289733              
            242      30.022058    1.00001e-06              0    0.026835268    0.073164732              
            243       30.14825    1.00001e-06              0     0.02695327     0.07304673              
            244      30.275489    1.00001e-06              0    0.027080271    0.072919729              
            245      30.402124    1.00001e-06              0    0.027194272    0.072805728              
            246      30.528364    1.00001e-06              0    0.027294273    0.072705727              
            247      30.656921    1.00001e-06              0    0.027406274    0.072593726              
            248      30.784522    1.00001e-06              0    0.027515275    0.072484725              
            249      30.910615    1.00001e-06              0    0.027633276    0.072366724              
            250      31.036076    1.00001e-06              0    0.027748277    0.072251723              
            251      31.163421    1.00001e-06              0    0.027838278    0.072161722              
            252      31.289366    1.00001e-06              0    0.027943279    0.072056721              
            253      31.416178    1.00001e-06              0     0.02804128     0.07195872              
            254      31.542589    1.00001e-06              0    0.028159282    0.071840718              
            255        31.6697    1.00001e-06              0    0.028265283    0.071734717              
            256      31.796569    1.00001e-06              0    0.028371284    0.071628716              
            257      31.921598    1.00001e-06              0    0.028492285    0.071507715              
            258      32.047777    1.00001e-06              0    0.028608286    0.071391714              
            259      32.173088    1.00001e-06              0    0.028716287    0.071283713              
            260      32.298435    1.00001e-06              0    0.028822288    0.071177712              
            261      32.427034    1.00001e-06              0    0.028941289    0.071058711              
            262      32.553426    1.00001e-06              0     0.02903729     0.07096271              
            263      32.680571    1.00001e-06              0    0.029134291    0.070865709              
            264      32.808242    1.00001e-06              0    0.029242292    0.070757708              
            265      32.935999    1.00001e-06              0    0.029359294    0.070640706              
            266      33.063523    1.00001e-06              0    0.029481295    0.070518705              
            267      33.191912    1.00001e-06              0    0.029597296    0.070402704              
            268      33.318672    1.00001e-06              0    0.029712297    0.070287703              
            269      33.447631    1.00001e-06              0    0.029807298    0.070192702              
            270      33.574673    1.00001e-06              0    0.029922299    0.070077701              
            271      33.702301    1.00001e-06              0      0.0300213      0.0699787              
            272      33.830328    1.00001e-06              0    0.030128301    0.069871699              
            273      33.959627    1.00001e-06              0    0.030245302    0.069754698              
            274      34.087395    1.00001e-06              0    0.030367304    0.069632696              
            275      34.214923    1.00001e-06              0    0.030483305    0.069516695              
            276      34.343227    1.00001e-06              0    0.030606306    0.069393694              
            277      34.470302    1.00001e-06              0    0.030721307    0.069278693              
            278      34.597876    1.00001e-06              0    0.030828308    0.069171692              
            279      34.725811    1.00001e-06              0    0.030934309    0.069065691              
            280      34.853542    1.00001e-06              0    0.031053311    0.068946689              
