Simulation Results from reaction file: /Users/blink/Documents/Teaching/ Coursework_2025-2026/Chem_3530_2026/Kinetiscope/MM1.rxn
The simulation was run on Saturday, 7 February 2026 15:16:09 AST
This table was created on Saturday, 7 February 2026 15:16:24 AST
--------------------------------------

           Data           Time              E             ES              P              S              
          Point            sec     mole/liter     mole/liter     mole/liter     mole/liter              
              
            335      41.918329    1.00001e-06              0    0.037461375    0.062538625              
            336      42.046548    1.00001e-06              0    0.037557376    0.062442624              
            337      42.174941    1.00001e-06              0    0.037686377    0.062313623              
            338      42.303537    1.00001e-06              0    0.037814378    0.062185622              
            339      42.432926    1.00001e-06              0    0.037935379    0.062064621              
            340       42.56214    1.00001e-06              0     0.03804438     0.06195562              
            341      42.694001    1.00001e-06              0    0.038140381    0.061859619              
            342       42.82503    1.00001e-06              0    0.038259383    0.061740617              
            343      42.954182    1.00001e-06              0    0.038372384    0.061627616              
            344       43.08328    1.00001e-06              0    0.038480385    0.061519615              
            345      43.212412    1.00001e-06              0    0.038593386    0.061406614              
            346      43.340076    1.00001e-06              0    0.038683387    0.061316613              
            347      43.469363    1.00001e-06              0    0.038796388    0.061203612              
            348      43.597557    1.00001e-06              0    0.038920389    0.061079611              
            349      43.727899    1.00001e-06              0     0.03903839     0.06096161              
            350      43.856178    1.00001e-06              0    0.039169392    0.060830608              
            351      43.985914    1.00001e-06              0    0.039281393    0.060718607              
            352      44.116226    1.00001e-06              0    0.039390394    0.060609606              
            353      44.246177    1.00001e-06              0    0.039490395    0.060509605              
            354      44.377502    1.00001e-06              0    0.039592396    0.060407604              
            355      44.505144    1.00001e-06              0    0.039707397    0.060292603              
            356       44.63676    1.00001e-06              0    0.039829398    0.060170602              
            357      44.765925    1.00001e-06              0    0.039937399    0.060062601              
            358      44.895716    1.00001e-06              0      0.0400394      0.0599606              
            359      45.025979    1.00001e-06              0    0.040154402    0.059845598              
            360      45.155755    1.00001e-06              0    0.040265403    0.059734597              
            361      45.286039    1.00001e-06              0    0.040373404    0.059626596              
            362      45.416036    1.00001e-06              0    0.040474405    0.059525595              
            363      45.546485    1.00001e-06              0    0.040597406    0.059402594              
            364      45.677074    1.00001e-06              0    0.040722407    0.059277593              
            365      45.806997    1.00001e-06              0    0.040846408    0.059153592              
            366      45.937222    1.00001e-06              0     0.04096241     0.05903759              
            367      46.066619    1.00001e-06              0    0.041098411    0.058901589              
            368      46.197148    1.00001e-06              0    0.041200412    0.058799588              
            369       46.32819    1.00001e-06              0    0.041316413    0.058683587              
            370       46.46035    1.00001e-06              0    0.041432414    0.058567586              
            371      46.591264    1.00001e-06              0    0.041554416    0.058445584              
            372       46.72362    1.00001e-06              0    0.041657417    0.058342583              
            373      46.853791    1.00001e-06              0    0.041792418    0.058207582              
            374      46.983546    1.00001e-06              0    0.041917419    0.058082581              
            375      47.113434    1.00001e-06              0     0.04202442     0.05797558              
            376      47.245568    1.00001e-06              0    0.042137421    0.057862579              
            377      47.375793    1.00001e-06              0    0.042252423    0.057747577              
            378      47.505291    1.00001e-06              0    0.042357424    0.057642576              
            379      47.636569    1.00001e-06              0    0.042474425    0.057525575              
            380      47.766884    1.00001e-06              0    0.042587426    0.057412574              
            381      47.898599    1.00001e-06              0    0.042705427    0.057294573              
            382      48.028114    1.00001e-06              0    0.042817428    0.057182572              
            383      48.159497    1.00001e-06              0    0.042930429    0.057069571              
            384      48.291464    1.00001e-06              0     0.04304343     0.05695657              
            385      48.423918    1.00001e-06              0    0.043156432    0.056843568              
            386      48.553774    1.00001e-06              0    0.043255433    0.056744567              
            387       48.68396    1.00001e-06              0    0.043383434    0.056616566              
            388      48.815778    1.00001e-06              0    0.043479435    0.056520565              
            389      48.946198    1.00001e-06              0    0.043593436    0.056406564              
            390      49.076142    1.00001e-06              0    0.043699437    0.056300563              
            391      49.206438    1.00001e-06              0    0.043831438    0.056168562              
            392      49.337304    1.00001e-06              0     0.04395644     0.05604356              
            393      49.470408    1.00001e-06              0    0.044070441    0.055929559              
            394      49.601833    1.00001e-06              0    0.044166442    0.055833558              
            395       49.73416    1.00001e-06              0    0.044289443    0.055710557              
            396      49.867269    1.00001e-06              0    0.044397444    0.055602556              
            397      49.998146    1.00001e-06              0    0.044499445    0.055500555              
            398      50.129551    1.00001e-06              0    0.044606446    0.055393554              
            399      50.260158    1.00001e-06              0    0.044715447    0.055284553              
            400      50.391559    1.00001e-06              0    0.044803448    0.055196552              
            401      50.524276    1.00001e-06              0    0.044904449    0.055095551              
            402      50.657242    1.00001e-06              0     0.04502945     0.05497055              
            403      50.791841    1.00001e-06              0    0.045119451    0.054880549              
            404      50.924735    1.00001e-06              0    0.045227452    0.054772548              
            405      51.056767    1.00001e-06              0    0.045328453    0.054671547              
            406        51.1902    1.00001e-06              0    0.045453455    0.054546545              
            407      51.320731    1.00001e-06              0    0.045585456    0.054414544              
            408      51.452628    1.00001e-06              0    0.045680457    0.054319543              
            409       51.58523    1.00001e-06              0    0.045790458    0.054209542              
            410      51.718034    1.00001e-06              0    0.045883459    0.054116541              
            411      51.849324    1.00001e-06              0     0.04598846     0.05401154              
            412      51.979725    1.00001e-06              0    0.046109461    0.053890539              
            413      52.112232    1.00001e-06              0    0.046226462    0.053773538              
            414      52.241976    1.00001e-06              0    0.046342463    0.053657537              
            415      52.373615    1.00001e-06              0    0.046432464    0.053567536              
            416      52.505752    1.00001e-06              0    0.046541465    0.053458535              
            417      52.635955    1.00001e-06              0    0.046639466    0.053360534              
            418      52.768916    1.00001e-06              0    0.046761468    0.053238532              
            419      52.901536    1.00001e-06              0    0.046892469    0.053107531              
            420      53.034382    1.00001e-06              0     0.04699847     0.05300153              
            421      53.166516    1.00001e-06              0    0.047108471    0.052891529              
            422      53.297106    1.00001e-06              0    0.047221472    0.052778528              
            423      53.429921    1.00001e-06              0    0.047332473    0.052667527              
